No. Faktur;Tgl Faktur;Keterangan Barang;Kuantitas;Unit 1 Barang; Jumlah ;Keterangan;
CASH.02.092025.0289;02 Sep 2025;"PAKU 3/4""";0.10;KG; 5,000.00 ;;
CASH.02.092025.0291;02 Sep 2025;"VERLOP SOK 2X1 1/2""";2.00;PCS; 10,000.00 ;;
CASH.02.092025.0293;02 Sep 2025;VINILEX TINTING PASTEL (P) @ 5 KG;1.00;GLN; 175,000.00 ;;
CASH.02.092025.0294;02 Sep 2025;CATYLAC LIGHT CREAM 44195;1.00;GLN; 165,000.00 ;;
CASH.02.092025.0295;02 Sep 2025;KABEL NYM ETERNA 2X1.5 50M;1.00;ROL; 495,000.00 ;;
CASH.02.092025.0299;02 Sep 2025;"KENI 1 1/2""";6.00;PCS; 24,000.00 ;;
CASH.02.092025.0301;02 Sep 2025;GEMBOK TOP 25 MM;1.00;PCS; 10,000.00 ;;
CASH.02.092025.0301;02 Sep 2025;SELANG BCP FLO ABU;1.00;PCS; 15,000.00 ;;
CASH.02.092025.0301;02 Sep 2025;KENI 1 1/4 D;2.00;PCS; 8,000.00 ;;
CASH.02.092025.0301;02 Sep 2025;"TEE 1 1/2"" MSP";1.00;PCS; 4,000.00 ;;
CASH.02.092025.0301;02 Sep 2025;VERLOP SOK 1 1/2 X 1 1/4 AW MSP;1.00;PCS; 8,000.00 ;;
CASH.02.092025.0302;02 Sep 2025;CORNICE A PLUS @1 KG PACK;3.00;PCS; 24,000.00 ;;
CASH.02.092025.0302;02 Sep 2025;AMPLAS ROL 240;2.00;MTR; 14,000.00 ;;
CASH.02.092025.0302;02 Sep 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;;
CASH.02.092025.0302;02 Sep 2025;NIPPON METALIC PAINT GOLD BASE @ 750;1.00;KLG; 155,000.00 ;;
CASH.02.092025.0302;02 Sep 2025;SELANG TIMBANG 3/8 P BESAR;8.00;MTR; 32,000.00 ;;
CASH.02.092025.0302;02 Sep 2025;VINILEX 942 CORAL SPRING;1.00;GLN; 150,000.00 ;;
CASH.02.092025.0303;02 Sep 2025;KAWAT 20 KECIL;10.00;MTR; 7,000.00 ;;
CASH.02.092025.0306;02 Sep 2025;SEMEN PUTIH TIGA RODA 40KG;1.00;ZAK; 103,000.00 ;;
CASH.02.092025.0307;02 Sep 2025;KARBIT MDQ;1.00;PCS; 30,000.00 ;;
CASH.02.092025.0308;02 Sep 2025;BIO DS DECOMPOSING @1 LITER;1.00;PCS; 32,000.00 ;;
CASH.02.092025.0310;02 Sep 2025;DEMPUL ISAMU 200 CC 0014 PUTTY;2.00;KLG; 46,000.00 ;;
CASH.02.092025.0313;02 Sep 2025;SEMEN GRESIK PPC 40KG;3.00;ZAK; 171,000.00 ;;
CASH.02.092025.0316;02 Sep 2025;SEKRUP HOLLO 1 1/2 KOTAK KCL;-1.00;KTK; -50,000.00 ;;
CASH.02.092025.0316;02 Sep 2025;"SEKRUP HOLLOW 1"" WANLY/VPR KOTAK";-1.00;DOS; -40,000.00 ;;
CASH.02.092025.0317;02 Sep 2025;SEKRUP HOLLO 3 KOTAK KCL;1.00;KTK; 50,000.00 ;;
CASH.02.092025.0317;02 Sep 2025;SEKRUP HOLLO 1 1/4 KOTAK KCL;2.00;KTK; 100,000.00 ;;
CASH.02.092025.0317;02 Sep 2025;"SEKRUP HOLLO 2"" KOTAK KECIL";4.00;KTK; 160,000.00 ;;
CASH.02.092025.0320;02 Sep 2025;FISCHER S 6;4.00;PCS; 1,000.00 ;;
CASH.02.092025.0320;02 Sep 2025;"SEKRUP HOLLOW 1 1/4""";4.00;PCS; 800.00 ;;
CASH.02.092025.0321;02 Sep 2025;KLEM KABEL 8 BIASA;1.00;PAK; 7,000.00 ;;
CASH.02.092025.0323;02 Sep 2025;SERAT FIBER;10.00;LBR; 30,000.00 ;;
CASH.02.092025.0324;02 Sep 2025;CATYLAC INTERIOR BASE A;1.00;GLN; 165,000.00 ;;
CASH.02.092025.0325;02 Sep 2025;TIMBA HIJAU TC-15 BAGUS;3.00;PCS; 21,000.00 ;;
CASH.02.092025.0326;02 Sep 2025;ISOLASI 3M;1.00;PCS; 10,000.00 ;;
CASH.02.092025.0327;02 Sep 2025;CALSIUM KILOAN;2.00;KG; 4,000.00 ;;
CASH.02.092025.0327;02 Sep 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;;
CASH.02.092025.0327;02 Sep 2025;SEMEN PUTIH STR KILOAN;1.00;KG; 4,000.00 ;;
CASH.02.092025.0329;02 Sep 2025;MOWILEX WS 503 WALNUT;1.00;KLG; 100,000.00 ;;
CASH.02.092025.0331;02 Sep 2025;KABEL TIES RAMEDO 4X150 PTH;1.00;PAK; 9,000.00 ;;
FJ-0825-000787;02 Sep 2025;GALVALUM GELOMBANG 0.3X600;1.00;LBR; 180,000.00 ;NK DIBAWA;
FJ-0925-000928;02 Sep 2025;"ENGSEL TEBAL GRT 3""";1.00;PCS; 16,000.00 ;NK DIBAWA ;
FJ-0925-000928;02 Sep 2025;CATYLAC PUTIH 1501 @25 KG;1.00;PIL; 785,000.00 ;NK DIBAWA ;
FJ-0925-000929;02 Sep 2025;SEMEN GRESIK PPC 40KG;10.00;ZAK; 570,000.00 ;NK DIBAWA ;
FJ-0925-000930;02 Sep 2025;SEMEN GRESIK PPC 40KG;5.00;ZAK; 285,000.00 ;NK DIBAWA ;
FJ-0925-000931;02 Sep 2025;KRAN PVC SANHO 1/2;1.00;PCS; 20,000.00 ;NK;
FJ-0925-000931;02 Sep 2025;SEMEN ACIAN ECO MORTAR 270 PUTIH;2.00;ZAK; 190,000.00 ;NK;
FJ-0925-000932;02 Sep 2025;PASIR LUMAJANG;0.25;M3; 152,500.00 ;LUNAS ;
FJ-0925-000932;02 Sep 2025;SEMEN TIGA RODA PCC 40KG;2.00;ZAK; 106,000.00 ;LUNAS ;
FJ-0925-000933;02 Sep 2025;BTR JAYABRIX 10 CM PJG 60;0.06;M3; 50,000.00 ;LUNAS;
FJ-0925-000933;02 Sep 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;LUNAS;
FJ-0925-000934;02 Sep 2025;BENANG NAT IKAT;1.00;PCS; 5,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;BTR JAYABRIX 10 CM PJG 60;1.00;M3; 550,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;"PAKU 3""";1.00;KG; 16,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;"PAKU 2""";1.00;KG; 16,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;BENDRAT BIASA;1.00;BDL; 15,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;LEM RAJAWALI PVAC;3.00;PCS; 57,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;SEMEN BATA RINGAN A-PLUS 40 KG;3.00;ZAK; 195,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;TRIPLEK 5 MM;2.00;LBR; 152,000.00 ;LUNAS ;
FJ-0925-000934;02 Sep 2025;SEMEN MERDEKA;5.00;ZAK; 230,000.00 ;LUNAS ;
FJ-0925-000935;02 Sep 2025;PASIR KEDIRI A;0.25;M3; 105,000.00 ;LUNAS;
FJ-0925-000935;02 Sep 2025;SEMEN GRESIK PPC 40KG;1.00;ZAK; 57,000.00 ;LUNAS;
FJ-0925-000936;02 Sep 2025;PYLOX 108 YELLOW;3.00;PCS; 87,000.00 ;RP.597.000 NIKEN YG KRM;
FJ-0925-000936;02 Sep 2025;SPOTLESS 1001 BRILLIAN WHITE@ 2.5L;2.00;GLN; 510,000.00 ;RP.597.000 NIKEN YG KRM;
FJ-0925-000937;02 Sep 2025;SERTU;1.40;M3; 350,000.00 ;LUNAS ;
FJ-0925-000937;02 Sep 2025;SELANG TIMBANG 1/4 TGG;8.00;MTR; 24,000.00 ;LUNAS ;
FJ-0925-000938;02 Sep 2025;DEMPUL SANPOLAC 1 KG;1.00;KLG; 50,000.00 ;LUNAS;
FJ-0925-000938;02 Sep 2025;CORAL 1X1;0.25;M3; 150,000.00 ;LUNAS;
FJ-0925-000938;02 Sep 2025;TALANG GALVALUM 0.25X90;12.00;MTR; 360,000.00 ;LUNAS;
FJ-0925-000939;02 Sep 2025;ALTEX WTP ANTI REMBES 04 GREY @1KG;1.00;KG; 60,000.00 ;RP.89.000 VITA YG KRM;
FJ-0925-000939;02 Sep 2025;LEM RAJAWALI PVAC;1.00;PCS; 19,000.00 ;RP.89.000 VITA YG KRM;
FJ-0925-000940;02 Sep 2025;VINILEX PRO DEEP @ 4.5 KG;1.00;GLN; 140,000.00 ;TAGIHAN RP 680.000 ;
FJ-0925-000940;02 Sep 2025;VINILEX PRO PASTEL @20 KG;1.00;PIL; 540,000.00 ;TAGIHAN RP 680.000 ;
FJ-0925-000970;02 Sep 2025;KAPI PVC 7;1.00;PCS; 3,000.00 ;LUNAS ;
FJ-0925-000970;02 Sep 2025;CALSIUM 5 KG AN;1.00;BKS; 10,000.00 ;LUNAS ;
FJ-0925-000970;02 Sep 2025;"PAKU 3/4""";0.25;KG; 7,000.00 ;LUNAS ;
FJ-0925-000970;02 Sep 2025;AMPLAS ROL 60;1.00;MTR; 7,000.00 ;LUNAS ;
FJ-0925-000970;02 Sep 2025;LEM RAJAWALI PVAC;5.00;PCS; 95,000.00 ;LUNAS ;
FJ-0925-000970;02 Sep 2025;TRIPLEK 5 MM SUPER;5.00;LBR; 395,000.00 ;LUNAS ;
FJ-0925-000970;02 Sep 2025;SEMEN PUTIH BB @5 KG;2.00;BKS; 40,000.00 ;LUNAS ;
FJ-0925-000971;02 Sep 2025;PASIR KEDIRI A;0.50;M3; 180,000.00 ;LUNAS LEWAT TIMUR;
FJ-0925-000971;02 Sep 2025;SEMEN GRESIK PPC 40KG;2.00;ZAK; 114,000.00 ;LUNAS LEWAT TIMUR;
FJ-0925-000972;02 Sep 2025;BESI 8 SNI (7.6X12) / 7.5 SRTF;30.00;LJR; 1,260,000.00 ;RP. 1.275.000;
FJ-0925-000973;02 Sep 2025;WD CUTTING 105X1.2X16;20.00;PCS; 54,000.00 ;NK DIBAWA ;
FJ-0925-000973;02 Sep 2025;RESIBON TEBAL WD;2.00;PCS; 14,000.00 ;NK DIBAWA ;
FJ-0925-000973;02 Sep 2025;KAWAT LAS 2 MM STENLIS;0.04;KG; 9,000.00 ;NK DIBAWA ;
FJ-0925-000974;02 Sep 2025;K 25X40 FILLEA BLUE;8.00;DOS; 480,000.00 ;LUNAS;
FJ-0925-000974;02 Sep 2025;K 25X25 KANSAI GREEN;2.00;DOS; 120,000.00 ;LUNAS;
FJ-0925-000974;02 Sep 2025;K 25X25 TAKARA GREY;2.00;DOS; 120,000.00 ;LUNAS;
FJ-0925-000974;02 Sep 2025;K 25X40 FILIA GREEN;10.00;DOS; 600,000.00 ;LUNAS;
FJ-0925-000975;02 Sep 2025;BENANG NAT IKAT;3.00;PCS; 15,000.00 ;NK DIBAWA ;
FJ-0925-000975;02 Sep 2025;"ENGSEL TEBAL WANLY 4""";1.00;PSG; 20,000.00 ;NK DIBAWA ;
FJ-0925-000975;02 Sep 2025;"PAKU 3""";3.00;KG; 48,000.00 ;NK DIBAWA ;
FJ-0925-000975;02 Sep 2025;"PAKU 2""";2.00;KG; 32,000.00 ;NK DIBAWA ;
FJ-0925-001071;02 Sep 2025;PINTU PVC K3 MINIMALIS NEWDOOR ABU;2.00;PCS; 1,150,000.00 ;LUNAS ;
FJ-0925-001109;02 Sep 2025;PVC ALDE/WINLON PUTIH 6 D;7.00;LJR; 1,577,450.00 ;LUNAS TF ;
FJ-0925-001109;02 Sep 2025;PVC ALDE/WINLON PUTIH 1 AW;6.00;LJR; 219,000.00 ;LUNAS TF ;
FJ-0925-001109;02 Sep 2025;"KENI 6""";3.00;PCS; 137,250.00 ;LUNAS TF ;
FJ-0925-001152;02 Sep 2025;PASIR KEDIRI A;0.50;M3; 240,000.00 ;LUNAS + OPER ;
FJ-0925-001153;02 Sep 2025;KARET PAKU PAYUNG;3.00;LBR; 6,000.00 ;LUNAS ;
FJ-0925-001153;02 Sep 2025;"PAKU 3 1/2""";0.50;KG; 9,000.00 ;LUNAS ;
FJ-0925-001153;02 Sep 2025;PAKU BETON PUTIH 4;2.00;DOS; 22,000.00 ;LUNAS ;
FJ-0925-001153;02 Sep 2025;PAKU BETON PUTIH 11/4;1.00;DOS; 10,000.00 ;LUNAS ;
FJ-0925-001153;02 Sep 2025;GALVALUM GELOMBANG 0.3X500;3.00;LBR; 480,000.00 ;LUNAS ;
FJ-0925-001153;02 Sep 2025;LASERCOOL 240;1.00;LBR; 155,000.00 ;LUNAS ;
FJ-0925-001154;02 Sep 2025;BESI 6 SNI SERTIFIKAT;3.00;LJR; 84,000.00 ;LUNAS TF ;
FJ-0925-001154;02 Sep 2025;"PAKU 3""";1.00;KG; 16,000.00 ;LUNAS TF ;
FJ-0925-001154;02 Sep 2025;"PAKU 2""";1.00;KG; 16,000.00 ;LUNAS TF ;
FJ-0925-001154;02 Sep 2025;ISI CUTTER KENKO L-150;1.00;PCS; 10,000.00 ;LUNAS TF ;
FJ-0925-001154;02 Sep 2025;SEMEN MU 420 PEREKAT KERAMIK STANDART;3.00;ZAK; 255,000.00 ;LUNAS TF ;
FJ-0925-001155;02 Sep 2025;"KENI 2"" D MSP";8.00;PCS; 40,000.00 ;RP.2.433.000;
FJ-0925-001155;02 Sep 2025;"TEE 3""";6.00;PCS; 84,000.00 ;RP.2.433.000;
FJ-0925-001155;02 Sep 2025;SEMEN MERDEKA;50.00;ZAK; 2,300,000.00 ;RP.2.433.000;
FJ-0925-001155;02 Sep 2025;"VERLOP SOK 3X2""";1.00;PCS; 9,000.00 ;RP.2.433.000;
FJ-0925-001156;02 Sep 2025;SERTU;1.00;M3; 280,000.00 ;LUNAS;
FJ-0925-001157;02 Sep 2025;PARAGON PUTIH @20 KG;1.00;PIL; 470,000.00 ;NK DIBAWA ;
FJ-0925-001158;02 Sep 2025;HOLLO MJP 2X4 SUPER;100.00;LJR; 2,200,000.00 ;NK;
FJ-0925-001158;02 Sep 2025;HOLLO MJP 4X4 SUPER;100.00;LJR; 2,800,000.00 ;NK;
FJ-0925-001158;02 Sep 2025;KAWAT 16 TANGGUNG;192.60;MTR; 136,800.00 ;NK;
FJ-0925-001158;02 Sep 2025;BAUT DRILLING 2 CM;1,200.00;PCS; 228,000.00 ;NK;
FJ-0925-001158;02 Sep 2025;TALI AIR;60.00;LJR; 780,000.00 ;NK;
FJ-0925-001158;02 Sep 2025;SEMEN ACIAN TR-30 @40KG;15.00;ZAK; 1,575,000.00 ;NK;
FJ-0925-001159;02 Sep 2025;LEM RAJAWALI PVAC;5.00;PCS; 95,000.00 ;LUNAS;
FJ-0925-001159;02 Sep 2025;"PVC MASPION 5/8"" C";5.00;LJR; 40,000.00 ;LUNAS;
FJ-0925-001159;02 Sep 2025;PASIR KEDIRI;1.20;M3; 340,000.00 ;LUNAS;
FJ-0925-001159;02 Sep 2025;SEMEN ACIAN TR-30 @40KG;1.00;ZAK; 103,000.00 ;LUNAS;
FJ-0925-001160;02 Sep 2025;PASIR KEDIRI A;1.40;M3; 475,000.00 ;LUNAS TF.;
FJ-0925-001160;02 Sep 2025;SEMEN GRESIK PPC 40KG;5.00;ZAK; 285,000.00 ;LUNAS TF.;
FJ-0925-001161;02 Sep 2025;BESI 10 SNI (9.5X12) SRTF;14.00;LJR; 924,000.00 ;LUNAS TF;
FJ-0925-001161;02 Sep 2025;BESI 6 SNI SERTIFIKAT;10.00;LJR; 260,000.00 ;LUNAS TF;
FJ-0925-001161;02 Sep 2025;BENDRAT SPR Q;2.00;KG; 40,000.00 ;LUNAS TF;
FJ-0925-001162;02 Sep 2025;PARAS;7.70;M3; 1,050,000.00 ;LUNAS TF. KIRIM PABRIK+OPER;
FJ-0925-001163;02 Sep 2025;BATA BIASA / SEKAM;100.00;PCS; 75,000.00 ;LUNAS TF ;
FJ-0925-001163;02 Sep 2025;PASIR KEDIRI;0.30;M3; 92,500.00 ;LUNAS TF ;
FJ-0925-001163;02 Sep 2025;SEMEN MERDEKA;1.00;ZAK; 46,000.00 ;LUNAS TF ;
FJ-0925-001164;02 Sep 2025;KRAN ONDA JF 08-ST;8.00;PCS; 664,000.00 ;NK ;
FJ-0925-001164;02 Sep 2025;SHOWER TOILET ONDA S 88 CCS CHROM;7.00;PCS; 826,000.00 ;NK ;
FJ-0925-001164;02 Sep 2025;CLOSED MONOBLOK VOLK 680;5.00;SET; 4,075,000.00 ;NK ;
FJ-0925-001164;02 Sep 2025;CLOSED MONOBLOK VOLK 088/663;3.00;SET; 2,550,000.00 ;NK ;
FJ-0925-001201;02 Sep 2025;BARANG PROMO CG 2K;2.00;PCS; 4,000.00 ;NK DIBAWA ;
FJ-0925-001201;02 Sep 2025;"KUAS ETERNA 1 1/2""";2.00;PCS; 14,000.00 ;NK DIBAWA ;
FJ-0925-001201;02 Sep 2025;SOK DRAT LUAR DALAM 1/2 STAINLESS;6.00;PCS; 90,000.00 ;NK DIBAWA ;
FJ-0925-001201;02 Sep 2025;"TUTUP CLEAN OUT 2"" CHROME";1.00;PCS; 45,000.00 ;NK DIBAWA ;
FJ-0925-001201;02 Sep 2025;TUTUP CLEAN OUT 4 CROME;1.00;PCS; 70,000.00 ;NK DIBAWA ;
FJ-0925-001202;02 Sep 2025;GYPSUM A PLUS 120X240;4.00;LBR; 200,000.00 ;NK;
FJ-0925-001202;02 Sep 2025;HOLLO G TUBE 2X4X0.4;20.00;LJR; 490,000.00 ;NK;
FJ-0925-001202;02 Sep 2025;HOLLO G TUBE 4X4X0.4;6.00;LJR; 198,000.00 ;NK;
FJ-0925-001202;02 Sep 2025;PAKU BETON PUTIH 11/2;1.00;DOS; 10,000.00 ;NK;
FJ-0925-001203;02 Sep 2025;THINNER B BOTOL 1 LTR;1.00;KLG; 20,000.00 ;TUNGGU TF ;
FJ-0925-001203;02 Sep 2025;"PAKU 3""";0.25;KG; 5,000.00 ;TUNGGU TF ;
FJ-0925-001203;02 Sep 2025;AVIAN BEL MAS ZINC CHROMATE 711 GREEN;2.00;KLG; 92,000.00 ;TUNGGU TF ;
FJ-0925-001203;02 Sep 2025;BATA BIASA / SEKAM;300.00;PCS; 225,000.00 ;TUNGGU TF ;
FJ-0925-001203;02 Sep 2025;BAUT DRILLING 7 CM;200.00;PCS; 150,000.00 ;TUNGGU TF ;
FJ-0925-001203;02 Sep 2025;PASIR KEDIRI;0.60;M3; 185,000.00 ;TUNGGU TF ;
FJ-0925-001203;02 Sep 2025;KAYU MERANTI 3/5;1.00;BTG; 30,000.00 ;TUNGGU TF ;
FJ-0925-001203;02 Sep 2025;SEMEN TIGA RODA PCC 40KG;3.00;ZAK; 159,000.00 ;TUNGGU TF ;
FJ-0925-001204;02 Sep 2025;PASIR LUMAJANG;1.40;M3; 500,000.00 ;RP. 500.000;
FJ-0925-001205;02 Sep 2025;CORAL 1X2;0.25;M3; 130,000.00 ;RP.393.500;
FJ-0925-001205;02 Sep 2025;PASIR KEDIRI;0.30;M3; 92,500.00 ;RP.393.500;
FJ-0925-001205;02 Sep 2025;SEMEN GRESIK PPC 40KG;3.00;ZAK; 171,000.00 ;RP.393.500;
FJ-0925-001206;02 Sep 2025;SEMEN GRESIK PPC 40KG;20.00;ZAK; 1,140,000.00 ;RP.1.150.000;
FJ-0925-001351;02 Sep 2025;HOLLO MJP 2X4 SUPER;20.00;LJR; 440,000.00 ;RP. 470.000 CEPAT;
FJ-0925-001351;02 Sep 2025;PAKU BETON PUTIH 2;2.00;DOS; 20,000.00 ;RP. 470.000 CEPAT;
FJ-0925-001352;02 Sep 2025;HOLLO KENCANA 4X4X0.4 ASLI;20.00;LJR; 940,000.00 ;NK;
FJ-0925-001353;02 Sep 2025;LEM TRUGLUE KALENG 400 GRAM;1.00;KLG; 58,000.00 ;NK ;
FJ-0925-001353;02 Sep 2025;"PVC WAVIN 3"" D";2.00;LJR; 198,000.00 ;NK ;
FJ-0925-001353;02 Sep 2025;PASIR KEDIRI;8.00;M3; 1,550,000.00 ;NK ;
FJ-0925-001353;02 Sep 2025;"KENI 3""";2.00;PCS; 26,000.00 ;NK ;
FJ-0925-001353;02 Sep 2025;"KENI 4"" 45 DERAJAT RUCIKA";1.00;PCS; 50,000.00 ;NK ;
FJ-0925-001353;02 Sep 2025;T Y 4 D 45 DERAJAT RUCIKA;1.00;PCS; 78,000.00 ;NK ;
FJ-0925-001353;02 Sep 2025;TEE 3 D MSP;1.00;PCS; 18,000.00 ;NK ;
FJ-0925-001353;02 Sep 2025;SEMEN TIGA RODA PCC 40KG;50.00;ZAK; 2,700,000.00 ;NK ;
FJ-0925-001354;02 Sep 2025;CATYLAC INTERIOR BASE A @25 KG;1.00;PIL; 785,000.00 ;NK ;
FJ-0925-001355;02 Sep 2025;BESI 8 SNI (7.6X12) / 7.5 SRTF;30.00;LJR; 1,320,000.00 ;NK ;
FJ-0925-001355;02 Sep 2025;BENDRAT SPR Q;5.00;KG; 100,000.00 ;NK ;
FJ-0925-001356;02 Sep 2025;BESI 10 ULIR SERTIFIKAT;20.00;LJR; 1,310,000.00 ;NK DIBAWA ;
FJ-0925-001356;02 Sep 2025;BESI 6 M (5.1X12) / 5.3;10.00;LJR; 210,000.00 ;NK DIBAWA ;
FJ-0925-001357;02 Sep 2025;KANAL C 75X0.75 MM KENCANA;5.00;LJR; 445,000.00 ;LUNAS;
FJ-0925-001358;02 Sep 2025;KENI 3/4 MASP;10.00;PCS; 40,000.00 ;LUNAS ;
FJ-0925-001358;02 Sep 2025;AMPLAS TAIYO 100;1.00;LBR; 5,000.00 ;LUNAS ;
FJ-0925-001358;02 Sep 2025;"SOK DRAT KUNINGAN 3/4""";10.00;PCS; 160,000.00 ;LUNAS ;
FJ-0925-001358;02 Sep 2025;"PVC RUCIKA 3/4"" AW";10.00;LJR; 310,000.00 ;LUNAS ;
FJ-0925-001358;02 Sep 2025;"PVC MASPION 4"" D";3.00;LJR; 486,000.00 ;LUNAS ;
FJ-0925-001358;02 Sep 2025;"KENI 4""";4.00;PCS; 72,000.00 ;LUNAS ;
FJ-0925-001358;02 Sep 2025;"TEE 3/4""";10.00;PCS; 30,000.00 ;LUNAS ;
FJ-0925-001359;02 Sep 2025;BESI 6 M (5.1X12) / 5.3;2.00;LJR; 44,000.00 ;RP.10.000;
FJ-0925-001359;02 Sep 2025;BESI 8 SNI (7.6X12) / 7.5 SRTF;6.00;LJR; 252,000.00 ;RP.10.000;
FJ-0925-001359;02 Sep 2025;BOCOR GUARD ABU @1 KG;1.00;KLG; 58,000.00 ;RP.10.000;
FJ-0925-001359;02 Sep 2025;BOCOR GUARD ABU MUDA @1 KG;1.00;KLG; 58,000.00 ;RP.10.000;
FJ-0925-001359;02 Sep 2025;PASIR KEDIRI A;1.40;M3; 445,000.00 ;RP.10.000;
FJ-0925-001359;02 Sep 2025;SEMEN TIGA RODA PCC 40KG;5.00;ZAK; 265,000.00 ;RP.10.000;
FJ-0925-001609;02 Sep 2025;CORAL 1X2;0.50;M3; 150,000.00 ;NK DIBAWA ;
FJ-0925-001609;02 Sep 2025;SEMEN TIGA RODA PCC 40KG;5.00;ZAK; 257,500.00 ;NK DIBAWA ;
FJ-0925-001610;02 Sep 2025;BODELAC KILAP 2IN1 ACCENT@2.7 L;3.00;GLN; 510,000.00 ;NK DIBAWA ;
FJ-0925-001611;02 Sep 2025;BESI 6 SNI SERTIFIKAT;2.00;LJR; 48,000.00 ;NK DIBAWA ;
FJ-0925-001611;02 Sep 2025;BESI 8 SNI (7.6X12) / 7.5 SRTF;5.00;LJR; 195,000.00 ;NK DIBAWA ;
FJ-0925-001611;02 Sep 2025;BTR FOCON/PLATINUM 10CM;3.00;M3; 1,710,000.00 ;NK DIBAWA ;
FJ-0925-001611;02 Sep 2025;SEMEN BATA RINGAN A-PLUS 40 KG;2.00;ZAK; 119,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 354 PAPER MOON@5 KG;4.00;GLN; 486,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 374 TILE RED @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 394 LIME TINT @5 KG;4.00;GLN; 486,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 345 APRICOT @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 309 SWEET BLUE @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 349 PUTIH ELITE @5 KG;4.00;GLN; 486,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 304* GREEN PEACE @5 KG;4.00;GLN; 486,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 310 BANANA YELLOW @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 332 OCEAN BLUE @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 349 PUTIH ELITE @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 302* BARBIE DOLL @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 303* GOLDEN EYE @5 KG;4.00;GLN; 486,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON 357** HIBISCUS @1 KG;12.00;KLG; 402,000.00 ;NK DIBAWA ;
FJ-0925-001612;02 Sep 2025;PARAGON PUTIH @1 KG;24.00;KLG; 804,000.00 ;NK DIBAWA ;
FJ-0925-001613;02 Sep 2025;PARAGON PUTIH @5 KG;20.00;GLN; 2,380,000.00 ;NK DIBAWA ;
FJ-0925-001613;02 Sep 2025;PARAGON PUTIH @20 KG;9.00;PIL; 4,005,000.00 ;NK DIBAWA ;
FJ-0925-001614;02 Sep 2025;BESI 8 SNI (7.6X12) / 7.5 SRTF;4.00;LJR; 156,000.00 ;NK SUPRI WISMA TENGGER;
FJ-0925-001614;02 Sep 2025;SEMEN GRESIK PPC 40KG;4.00;ZAK; 220,000.00 ;NK SUPRI WISMA TENGGER;
FJ-0925-001615;02 Sep 2025;ASBES GELOMBANG BESAR 250;5.00;LBR; 430,000.00 ;NK KARYOTO CANDI LONTAR ;
FJ-0925-001615;02 Sep 2025;SEMEN GRESIK PPC 40KG;2.00;ZAK; 110,000.00 ;NK KARYOTO CANDI LONTAR ;
FJ-0925-001616;02 Sep 2025;CORAL 1X2;1.40;M3; 370,000.00 ;NK DIBAWA ;
FJ-0925-001616;02 Sep 2025;PASIR KEDIRI;1.40;M3; 240,000.00 ;NK DIBAWA ;
FJ-0925-001616;02 Sep 2025;SEMEN MERDEKA;20.00;ZAK; 860,000.00 ;NK DIBAWA ;
FJ-0925-001617;02 Sep 2025;SEMEN MERDEKA;50.00;ZAK; 2,150,000.00 ;NK DIBAWA;
FJ-0925-001618;02 Sep 2025;CORAL 1X2;0.50;M3; 150,000.00 ;NK ANDRE MANLOR 7 RAYA;
FJ-0925-001618;02 Sep 2025;SEMEN TIGA RODA PCC 40KG;3.00;ZAK; 154,500.00 ;NK ANDRE MANLOR 7 RAYA;
FJ-0925-001619;02 Sep 2025;CATYLAC INTERIOR BASE A @25 KG;1.00;PIL; 670,000.00 ;NK DIBAWA;
